	StreetAddress	ExtendedAddress	Locality	Latitude	Longitude
912	 	Khahare Lakeside	Pokhara 33700, 	28.2079675	83.9577644
913	Central Lakeside	 	Pokhara 61000, 	28.2087433	83.95987319999999
914	6 Lakeside	 	Pokhara 33411, 	28.2073616	83.95921969999999
915	Just off Harlan Chowk	Lakeside	Pokhara 33411, 	28.2119571	83.9998682
916	Lake side 6	 	Pokhara 00977, 	28.2067354	83.9640065
917	Lakeside	 	Pokhara 33411, 	28.2053021	83.9616364
918	Gauri Ghat, Lakeside South	Pokhara-6	Pokhara 33411, 	28.237987	83.99558789999999
919	Gauri Ghat, Lakeside	 	Pokhara 33411, 	28.2059596	83.96131849999999
920	6 Baidam	Pragati Marga , Gaurighat	Pokhara 33411, 	28.2081235	83.963905
921	Sarangkot-3	Bhumare Gaira	Pokhara 33700, 	28.2483759	83.9455777
922	Basundhara Park, Lakeside 6, Phewa Lake	 	Pokhara 33700, 	28.2027712	83.96483479999999
923	Durbar Marg	Lakeside-6	Pokhara 0, 	28.2063244	83.9614896
924	aamarsiddha marga, Pachaviya	 	Pokhara 33700, 	28.2272466	83.9827634
925	Lakeside, Gaurighat	 	Pokhara 33411, 	28.2053021	83.9616364
926	6 Pokhara	Near Kahare	Pokhara 33411, 	28.237987	83.99558789999999
927	Sarangkot 3	 	Pokhara 977, 	28.2439298	83.9486254
928	Lakeside	Lakeside	Pokhara 33411, 		
929	Other Lakeside, Anadu	 	Pokhara 33411, 	28.2053021	83.9616364
930	Lakeside-6	 	Pokhara 33700, 		
931	6 Lakeside	 	Pokhara 33411, 	28.2073616	83.95921969999999
932	6 Lalupatemarg, Lakeside	 	Pokhara 33411, 	28.21215	83.95982
933	 	 	Pokhara 33411, 	28.237987	83.99558789999999
934	 	Lakeside, Pahari Marg	Pokhara 33700, 	28.2102464	83.9593488
935	Baidam Road	North, Lakeside-6	Pokhara 33700, 	28.2138009	83.9575563
936	House number 27, Phirkhe path, lakeside -6	 	Pokhara 33700, 	28.2053021	83.9616364
937	 	 	Pokhara 00977, 	28.237987	83.99558789999999
938	Fewa Lake, Dam Side	 	Pokhara +977, 	28.1964383	83.9695374
939	Kaski	 	Pokhara 33700, 	28.237987	83.99558789999999
940	Sedi Height	 	Pokhara 33700, 	28.2316822	83.9519554
941	6 Lakeside	 	Pokhara 33411, 	28.2073616	83.95921969999999
942	Lakeside East	 	Pokhara 33411, 	28.2053021	83.9616364
943	6 Santipath, Lakeside	 	Pokhara 33411, 	28.2053021	83.9616364
944	Darbar Marg, Lakeside	 	Pokhara 33700, 	28.2078688	83.9610443
945	Lakeside	 	Pokhara 33704, 	28.2053021	83.9616364
946	Begnastaal	Pokhara Lekhnath-33	Pokhara 33700, 	28.1739372	84.0973258
947	Lake Side	Baidam-6	Pokhara 33411, 	28.2074479	83.9650673
948	Lakeside	 	Pokhara 33411, 	28.2053021	83.9616364
949	Lake Side Street	Just few meters walks from the Fewa Lake	Pokhara 33700, 	28.2153837	83.9453168
950	Lakeside, Jarebar	 	Pokhara 6, 	28.2114959	83.96616999999999
951	6 Baidam	Shanti Patan	Pokhara 33411, 	28.2054222	83.9671501
952	Lakeside	 	Pokhara 33411, 	28.2053021	83.9616364
953	Ammat Street, Lakeside	 	Pokhara 00977, 	28.2056215	83.9642509
954	231 Nahar Marg	Lakeside, Ward 6, Dihiko Patan	Pokhara 33700, 	28.2053021	83.9616364
955	Khahare	Lakeside-6	Pokhara 00977, 	28.214311	83.960191
956	Lakeside 6, Jareber	 	Pokhara 12345, 	28.2073616	83.95921969999999
957	Bangladi, North Lakeside	Khahare	Pokhara 33411, 	28.2053021	83.9616364
958	 	Lakeside	Pokhara 37700, 	28.2053021	83.9616364
959	Baidam Road	 	Pokhara 33700, 	28.2168727	83.9587303
960	Middle Path St	Lakeside, Pokhara-6	Pokhara 33700, 	28.2110076	83.9594965
961	Durbar Marga, Lakeside-06	 	Pokhara 33700, 	28.2077245	83.9594266
962	6 Lakeside	 	Pokhara 33411, 		
963	Lalupate Marg	Lakeside-6	Pokhara 00977, 		
964	Baidam Road	Khahare, Lake Side, Pokhara-6	Pokhara 33411, 	28.2043154	83.9661385
965	Lakeside-6	Khahare, Bangladi, Lakeside North	Pokhara 33700, 	28.22213	83.9578937
966	Lakeside-6 Dehikopatan	 	Pokhara 00977, 	28.2073616	83.95921969999999
967	6 Lakeside	 	Pokhara 33411, 	28.2073616	83.95921969999999
968	6 Lakeside, Gaurighat, Baidam	 	Pokhara 33411, 	28.2070625	83.9607437
969	Khahare, Lakeside-6	 	Pokhara 00977, 	28.218832	83.960002
970	Lake Side Height (North Lake)	 	Pokhara 33411, 	28.2103354	83.9591818
971	Lakeside Gaurighat	 	Pokhara 977, 	28.2059596	83.96131849999999
972	Lakeside	 	Pokhara 00977, 	28.2087433	83.95987319999999
973	6 Lakeside Gaurighat Pokhara	 	Pokhara 33411, 	28.2073616	83.95921969999999
974	Basundhara Park	 	Pokhara 33411, 	28.2027712	83.96483479999999
975	 	Jarebar, Lakeside	Pokhara 33700, 		
976	 	Lakeside	Pokhara 33700, 	28.2087433	83.95987319999999
977	Lakeside, Gaurighat-6, Durbarmarg	 	Pokhara 33700, 	28.208086	83.960561
978	17 Pardi Lakeside	 	Pokhara 33411, 	28.2053021	83.9616364
979	Lakeside	 	Pokhara 0977, 	28.2113452	83.9570595
980	Lakeside-6	Khahare	Pokhara 00977, 	28.218832	83.960002
981	Pachabhiya	Begnas Lake	Pokhara 33411, 	28.1739372	84.0973258
982	Dihiko Patan, Lakeside	 	Pokhara 33411, 		
983	Baidam Road	 	Pokhara 33411, 	28.2168727	83.9587303
984	No 32 Dirsti Marg, House	 	Pokhara 33411, 	28.237987	83.99558789999999
985	Phewa Lake, Pardi	 	Pokhara 00977, 	28.1947589	83.97310329999999
986	33700 Fewa Road	 	Pokhara 33411, 	28.2233098	83.91531049999999
987	6 Lake Side	 	Pokhara 33411, 	28.2043154	83.9661385
988	6 Lakeside	Dihikopatan	Pokhara 33411, 	28.213158	83.965559
989	Gaurighat, Lakeside	 	Pokhara 33700, 	28.2064259	83.9610453
990	Pokhara-6, Lakeside Khahare	 	Pokhara 33411, 	28.2122883	83.965818
991	Lakeside-6	 	Pokhara 00977, 		
992	Khahare, Lakeside 6	 	Pokhara 00977, 		
993	 	 	Pokhara, 		
994	Durbar Marg, Baidam	ODA Nr. 6, Lakeside	Pokhara 33700, 	28.2100792	83.9618742
995	Samikopatan Path	Lakeside, Hotel Lake Palace	Pokhara 33411, 	28.2112413	83.95974919999999
996	Pardi Phewa Lake	 	Pokhara 33411, 	28.1947589	83.97310329999999
997	North Lakeside 6	 	Pokhara 450, 	28.2165125	83.9587919
998	Lakeside 6 - Centerpoint	 	Pokhara 33411, 	28.2073616	83.95921969999999
999	Bagmara Rd	Ghari Patan, Radha Krishna Mandir	Pokhara 33700, 	28.1491106	84.03611360000001
1000	6 Darbar Street, Lakeside	 	Pokhara 33411, 	28.2053021	83.9616364
1001	Baidam-6#, Lake Side	Opposite Royal Palace	Pokhara 33700, 	28.2043154	83.9661385
1002	Lake Side, Baidam-6	 	Pokhara 33700, 	28.2043154	83.9661385
1003	 	Lakeside	Pokhara 33700, 		
1004	 	 	Pokhara, 	28.237987	83.99558789999999
1005	Sedi Bagar-26	 	Pokhara 33700, 	28.2238538	83.9516258
1006	Sedi Bazar, Lake Side	Panchase Marga	Pokhara 977, 	28.2348662	83.9137155
1007	Peaceful Street	 	Pokhara 33411, 	28.237987	83.99558789999999
1008	Lakeside 15	 	Pokhara 7108, 	28.2053021	83.9616364
1009	06 Lakeside Ammat	near Bashundhara Park	Pokhara 33411, 	28.2150827	83.9581603
1010	Lakeside	 	Pokhara 33411, 	28.2053021	83.9616364
1011	Sarangkot 3	 	Pokhara 33700, 		
1012	17 Dam Side	 	Pokhara 33411, 		
1013	Anadu	Across Lake Fewa from Lakeside	Pokhara 33411, 	28.2097252	83.9565929
1014	Lakeside-6, House Number 7	 	Pokhara 33700, 	28.237987	83.99558789999999
1015	Lalupate Marga	Baidam	Pokhara 08, 	28.212298	83.959954
1016	Lakeside-6, Khahare	 	Pokhara 00977, 	28.218832	83.960002
1017	6 Lake Side, Baidam	 	Pokhara 33411, 	28.2043154	83.9661385
1018	Lakeside-6	Nareshwor	Pokhara 33700, 	28.2138009	83.9575563
1019	Lalupate Marg	 	Pokhara 33411, 	28.2074479	83.9650673
1020	Pokhari Gau 8, Dhampus	 	Pokhara 33411, 	28.2103673	83.97297929999999
1021	6 Lakeside	 	Pokhara 33411, 	28.2073616	83.95921969999999
1022	 	 	Pokhara, 	28.237987	83.99558789999999
1023	Dandathar	Begnas	Pokhara 1663, 	28.1116979	83.9027855
1024	6 Lakeside	 	Pokhara 33411, 	28.2073616	83.95921969999999
1025	Baidam Road	Lakeside	Pokhara 33700, 	28.2168727	83.9587303
1026	Durbar Marg, Gaurighat, Lakeside	 	Pokhara 33411, 	28.2077575	83.9599764
1027	Ammat Street 6	 	Pokhara 33700, 	28.2056215	83.9642509
1028	Ammboat Marg 1	Shanti Patan, Lakeside	Pokhara 33700, 		
1029	Near David Fall, Chorepatan, Fulbari	 	Pokhara 33411, 	28.1900433	83.9592231
1030	Bandipur 4, Tundekhel, Tanahun	 	Pokhara 33411, 	27.9170425	84.406761
1031	Lake Side Pokhara 6	 	Pokhara 33700, 	28.2043154	83.9661385
1032	Sarangkot	 	Pokhara 33700, 		
1033	Shyauli Bazaar	Karapu	Pokhara 33604, 		
1034	17 Dam Side Pardi	 	Pokhara 33411, 	28.195911	83.9697987
1035	Shiva Margh Gaurighat	 	Pokhara 33411, 	28.2203595	83.9748809
1036	Lakeside	 	Pokhara 33411, 	28.2053021	83.9616364
1037	Basanta baithak marg	Phewa Lake	Pokhara 33411, 	28.2153837	83.9453168
1038	Jare Bar	Lakeside	Pokhara 33700, 	28.2089329	83.95717280000001
1039	6 Lakeside	 	Pokhara 33411, 	28.2073616	83.95921969999999
1040	Sedi Height, Lakeside Road	 	Pokhara 33411, 	28.2053021	83.9616364
1041	Baidam-6	Lakeside	Pokhara 33700, 	28.2043154	83.9661385
1042	Off Baidem Road	 	Pokhara 33411, 	28.2168727	83.9587303
1043	Dhital 8 Astam	 	Pokhara 33700, 		
1044	Center Point, Lakeside-6	Pokhara	Pokhara 00977, 		
1045	6 Phewa Lakeside	In Front of Fishtail Lodge Gate	Pokhara 33411, 	28.2153837	83.9453168
1046	Gaurighat, Lake Side	 	Pokhara 37700, 	28.2064259	83.9610453
1047	Lake Side, Barahi Path, Pokhara-6	 	Pokhara 00977, 	28.2084506	83.95855920000001
1048	World Peace Pagoda	Dungepani	Pokhara 33411, 	28.233599	83.987389
1049	Nareshwor, Lakeside, Baidam-6	Gandaki	Pokhara 00977, 	28.2117055	83.96439629999999
1050	Ammat, Lakeside	 	Pokhara 33700, 	28.2056215	83.9642509
1051	Middle Path St	Lakeside - 6	Pokhara 33700, 	28.211048	83.95983009999999
1052	Sedi Bagar, Lakeside	 	Pokhara 196, 	28.227282	83.94802179999999
1053	Lakeside	Pahari Path	Pokhara 00977, 	28.2067354	83.9640065
1054	6 Pokhara	Lakeside	Pokhara 33411, 	28.2043154	83.9661385
1055	 	Lalupate Marga	Pokhara 33700, 	28.2272466	83.9827634
1056	Lakeside	400 Meters from Fewa Lake	Pokhara 249, 	28.2113136	83.9571393
1057	Lakeside - 6, Lalupatemarga	Pokhara, Nepal	Pokhara 00977, 		
1058	Lakeside, Baidam-6	 	Pokhara Baidam - 6, 	28.2043154	83.9661385
1059	Gaurighat - in Lakeside near Royal Palace	 	Pokhara 163, 	28.2053021	83.9616364
1060	Sedibagar, Panchasemarga	August Street, Sarangkot Sedi	Pokhara 33700, 		
1061	Lake Side, Baidam	 	Pokhara 33700, 	28.2028162	83.9666951
1062	Pahari Marga	Lakeside	Pokhara 33411, 	28.2103354	83.9591818
1063	Pahari Marg	Lakeside, Baidam 6	Pokhara 33411, 	28.2103354	83.9591818
1064	house no 79, Barahi path, ward no 6	 	Pokhara 33700, 	28.209509	83.96023799999999
1065	South Lakeside	 	Pokhara 33411, 	28.2053021	83.9616364
1066	Durbar Marg	Lakeside	Pokhara 33411, 	28.2059552	83.9604136
1067	11 Lekhantha	Pachabhaiya	Pokhara 33411, 	28.237987	83.99558789999999
1068	11 Lekhantha	Pachabhaiya	Pokhara 33411, 	28.237987	83.99558789999999
1069	Sedibagar, Panchasemarga	August Street, Sarangkot Sedi	Pokhara 33700, 	28.2238538	83.9516258
1070	No 25 Ward	Chisapani, Pumdi Bhumdi	Pokhara 33411, 	28.1807917	83.9317811
1071	Barahi Marg, Baidam-6	Lakeside	Pokhara 5801, 	28.208175	83.95794800000002
1072	6 Baidam	Gaurighat	Pokhara 33411, 	28.2054222	83.9671501
1073	World Peace Pagoda	Pumdi Bhumdi VDC1	Pokhara 33411, 		
1074	Lakeside, Gaurighat	Shiva Temple Street	Pokhara 33411, 	39.77908050000001	-105.057631
1075	Barahi Path	Lakeside	Pokhara 33411, 	28.2082563	83.9574207
1076	Peaceful Marga, Lake Side	 	Pokhara 00977, 	28.2067354	83.9640065
1077	6 Lakeside, Pokhara	 	Pokhara 33411, 	28.2043154	83.9661385
1078	Shivalaya Marga, Lakeside - 6	Gaurighat	Pokhara 33700, 		
1079	Dehikopatan, Lakeside	 	Pokhara 33411, 	28.2053021	83.9616364
1080	Pahari Marg	 	Pokhara 977, 	28.1758641	83.95673479999999
1081	Lakeside - 6	Pokhara Gandaki Zone	Pokhara 00977, 	28.2043154	83.9661385
1082	Durbar Marg Ln	Lakeside	Pokhara 33700, 	28.2076996	83.9599429
1083	Lakeside	 	Pokhara 33411, 	28.2053021	83.9616364
1084	Lakeside 6 Gaurighat Ratanamandir	Lakeside	Pokhara 33411, 	28.2064259	83.9610453
1085	Shiva Temple Street, Gaurighat Lakeside	 	Pokhara 33700, 	28.2068918	83.9624716
1086	Pokhara 18	Sedi Bagar, Lakeside	Pokhara 33700, 	28.2238538	83.9516258
1087	Multhok Path, Lakeside	 	Pokhara 33700, 	28.2053021	83.9616364
1088	Lakeside	 	Pokhara 33411, 	28.2053021	83.9616364
1089	Baidam Road, Khahare, Lakeside-6	 	Pokhara 33700, 		
1090	Gharipatan	 	Pokhara 33411, 	28.1874169	83.9717805
1091	Ammot Street	Lakeside-6	Pokhara 33411, 	28.2073616	83.95921969999999
1092	49 Samikopatan Marga	Samiko Patan Marga, Lakeside	Pokhara 33700, 	37.57257910000001	21.5861525
1093	6 Lake Side	 	Pokhara 33411, 	28.2043154	83.9661385
1094	6 Lakeside	 	Pokhara 33411, 	28.2073616	83.95921969999999
1095	Center-point Lakeside	 	Pokhara 33700, 	28.2240552	83.9897644
1096	Landmark Chowk	Lakeside, Pokhara,Nepal	Pokhara 33411, 	28.2079675	83.9577644
1097	Barahi Path	Lakeside-6	Pokhara 00977, 	28.208175	83.95794800000002
1098	Pahari Marg , Lakside-6	 	Pokhara 33700, 	28.2182895	83.9587979
1099	Barahi Path	Lake Side	Pokhara 33411, 	28.2084506	83.95855920000001
1100	Baidam Rd	Lakeside	Pokhara 00000, 	28.2152764	83.9583749
1101	Lake Side	 	Pokhara 456000, 	28.2087433	83.95987319999999
1102	 	Gharipatan	Pokhara, 	28.1874169	83.9717805
1103	World Peace Pagoda	Pumdi Bhumdi VDC1	Pokhara 33411, 	28.2002337	83.94725199999999
1104	Lakeside Rd	 	Pokhara 33700, 	28.2053021	83.9616364
1105	Halan Chock, Dihiko Patan Road	 	Pokhara 33700, 	28.2095686	84.0105823
1106	Lakeside Rd	 	Pokhara 33411, 	28.2053021	83.9616364
1107	6 Lake Side	 	Pokhara 33411, 		
1108	 	Happy Village, Pokhara 26	Pokhara, 		
1109	Baidam 6	Lake Side	Pokhara 061, 		
1110	Lakeside 6, Phewa Lake	 	Pokhara 33411, 	28.2153837	83.9453168
1111	 	Shantipatan, Lakeside	Pokhara 33700, 		
1112	58 Barahi Path	Lakeside	Pokhara 33700, 	28.2084506	83.95855920000001
1113	Lakeside - 6	 	Pokhara 44601, 	28.2114719	83.95707879999999
1114	Lakeside-6	Pokhara Center Point	Pokhara 33700, 	28.2112959	83.9568758
1115	Durbar Marg	Lake side, Gaurighat	Pokhara 33700, 	28.2077575	83.9599764
1116	Lakeside-6	 	Pokhara 33700, 	28.2043154	83.9661385
1117	Gaurighat Path	Gaurighat, Lakeside-6	Pokhara 33700, 	28.2064259	83.9610453
1118	Durbar Marg Lane 1/12	Gaurighat Lakeside	Pokhara 33411, 	28.2076996	83.9599429
1119	Khahare, Lakeside	 	Pokhara 33700, 	28.2174711	83.9590083
1120	Lakeside - 6, Khahare Chowk	Baidam	Pokhara 33700, 	28.2054222	83.9671501
1121	Lakeside, Lalupate marg	 	Pokhara 83, 	28.2125993	83.959177
1122	Lamsal Thar	Ghachok-3	Pokhara 33700, 	28.1934989	83.9584328
1123	Barahi Path	Lakeside	Pokhara 33411, 	28.2082563	83.9574207
1124	6 Lakeside	(near Camping Ground)	Pokhara 33411, 		
1125	Lakeside 6, Khahare Bangladi 300 meter behind three sister guest house	 	Pokhara 33700, 	28.237987	83.99558789999999
1126	Lakeside	 	Pokhara 33411, 	28.2053021	83.9616364
1127	Barahi Street Lakeside 6	House no 115	Pokhara 33700, 		
1128	Sarangkot Road Suite	Methlang Village	Pokhara 33700, 	28.2263949	83.96417319999999
1129	Lakeside	 	Pokhara 33411, 	28.2053021	83.9616364
1130	Dhikurpokhari - 2, Nagdada, Kaski	 	Pokhara 00977, 	28.2820469	83.8747382
1131	Pokhara-6	Lakeside	Pokhara 33700, 	28.2043154	83.9661385
1132	Lakeside-6	 	Pokhara 33700, 	28.2043154	83.9661385
1133	3 Sarangkot	 	Pokhara 33700, 	28.2439298	83.9486254
1134	No. 34 Darbar Marg , House	Gaurighat,Lake Side-6	Pokhara 33411, 	27.7133478	85.3494759
1135	126 Main Street	Lake Side	Pokhara 33700, 	28.2048399	83.9624841
1136	Middlepath Street	Lake Side, Baidam	Pokhara 00977, 	28.2110076	83.9594965
1137	Lakeside Gaurighat 6 Baidam	 	Pokhara 33411, 	28.2028162	83.9666951
1138	Phewa Lake Dam Side Pardi	PO Box 239	Pokhara 33411, 	28.1952045	83.9704924
1139	Central Lakeside-6	Samikopatan street.	Pokhara 00977, 		
1140	Gaurighat Marg Lakeside 6	 	Pokhara 33700, 	28.208086	83.960561
1141	Fewa Marg	 	Pokhara 33700, 		
1142	Baidam Road	Lakeside-6	Pokhara 33700, 	28.2138009	83.9575563
1143	Gaurighat -6, Lake Side	 	Pokhara 33411, 	28.2064259	83.9610453
1144	Baidam Road	 	Pokhara 33700, 	28.2168727	83.9587303
1145	 	 	Pokhara, 	28.237987	83.99558789999999
1146	Centrepoint, Lakeside-06	 	Pokhara 33700, 	28.2150827	83.9581603
1147	Durbamarga	 	Pokhara 6, 	28.237987	83.99558789999999
1148	Lalupate Marg	 	Pokhara 33700, 	28.21215	83.95982
1149	Durbar Marg	 	Pokhara 33700, 	28.2078688	83.9610443
1150	6 Lakeside	 	Pokhara 33411, 	28.2073616	83.95921969999999
1151	Lakeside Rd	 	Pokhara 33700, 	28.2053021	83.9616364
1152	Lakeside, Pokhara-6	 	Pokhara 33700, 	28.2043154	83.9661385
1153	6 Lakeside, Khahare	 	Pokhara 00977, 	28.218832	83.960002
1154	6 Gaurighat	Lakeside	Pokhara 33411, 		
1155	Khahare (Lakeside North)	 	Pokhara 33411, 	28.1482293	83.8764575
1156	Ammat, Lakeside - 6	 	Pokhara 33700, 	28.2052118	83.9641178
1157	Gaurighat, Shiva Mandir Marg	Lakeside - 6	Pokhara 33700, 		
1158	Barahi Path	Lakeside	Pokhara 33700, 	28.2084506	83.95855920000001
1159	6 Middle Path Street	 	Pokhara 33411, 		
1160	190 Dhikhopatan, Fewa Marg, Hallenchowk, Lakeside	 	Pokhara 33700, 	28.2053021	83.9616364
1161	Sedi-26	Panchase Marga	Pokhara 33700, 	28.2231203	83.952477
1162	Prithvi Rajmarg, Chauthe	Kundahar 14	Pokhara 33700, 	28.19699	84.019882
1163	6 Lakeside	 	Pokhara 33700, 	28.2043154	83.9661385
1164	Sarangkot Road Suite	Methlang Village	Pokhara 33700, 	28.2263949	83.96417319999999
1165	Lakeside	 	Pokhara 6, 	28.2043154	83.9661385
1166	Barahi Path	Barahi Path, Lakeside	Pokhara 33700, 	28.2084506	83.95855920000001
1167	Lakeside-6	 	Pokhara 33707, 	28.2073616	83.95921969999999
1168	Gaurighat Margh, Lakeside	 	Pokhara 061, 	28.2087433	83.95987319999999
1169	Durbar marg	 	Pokhara 33700, 	28.2078688	83.9610443
1170	6 Lakeside Road	 	Pokhara 40000, 	28.2073616	83.95921969999999
1171	Lakeside, Baidam 6, Thadopasal	 	Pokhara 997, 	28.2070625	83.9607437
1172	Lakeside Road 6	 	Pokhara 33700, 	28.2070625	83.9607437
1173	Lakeside	Gaurighat	Pokhara 33700, 	28.2043154	83.9661385
1174	Lakeside Road	Near Royal Palace	Pokhara 33700, 		
1175	Lakeside	Manasarowar Path, Near Hotel Meera	Pokhara 977, 	28.211048	83.95983009999999
1176	 	 	Pokhara 33700, 	28.237987	83.99558789999999
1177	6 Lakeside	Sami Ko Patan Marg	Pokhara 33411, 	28.2122883	83.965818
1178	Barahi Marg, Lakeside	 	Pokhara 00977, 	28.2084506	83.95855920000001
1179	1 Sarangkot	Sarangkot Top	Pokhara 33700, 	28.244605	83.94868000000001
1180	Lakeside	Lakeside East	Pokhara 33411, 	28.2053021	83.9616364
1181	Gaurighat, Lakeside 06	 	Pokhara 33700, 	28.2064259	83.9610453
1182	 	Dihiko Patan, Hallan Chowk Lakeside	Pokhara 49000, 	28.2155745	83.96026069999999
1183	Lakeside	 	Pokhara 00977, 	28.2087433	83.95987319999999
1184	Astam-8, Dhital VDC, Kaski	 	Pokhara 0977, 	28.2966802	83.906924
1185	Central Lakeside, Baidam Road	in the road beside Once Upon a Time Restaurant	Pokhara 6, 	28.2137623	83.9584985
1186	Lakeside	 	Pokhara 33411, 	28.2103354	83.9591818
1187	6 Lakeside, Ambot	 	Pokhara 33411, 	28.2073616	83.95921969999999
1188	Durbar Square -5 , Bhaktapur ,Nepal	Ward 5	Bhaktapur 44800, 	27.6720744	85.42810229999999
1189	7 Mandev Marg	Jhaukhel Vdc	Bhaktapur 44800, 	27.6795845	85.4294266
1190	Dattatreya Square	Tachupal Tole	Bhaktapur 44800, 	27.6733934	85.4353587
1191	Balakhu-10	Durbar Square	Bhaktapur 8867, 	27.6720744	85.42810229999999
1192	15 Itachhen	 	Bhaktapur 44800, 	27.6728553	85.4255331
1193	Pottery Square	 	Bhaktapur 12, 	27.6700651	85.4283612
1194	Bhaktapur Rd	Gapali	Bhaktapur 44800, 	27.6728803	85.4113234
1195	Suryabinayak	 	Bhaktapur 44800, 	27.673864	85.4272402
1196	Kulmanani, Tamaudhi Square	Kulmanani, Taumadhi	Bhaktapur 44800, 		
1197	4 Devli Square	between Dattatraya Square and Naag Pokhari	Bhaktapur 44800, 	27.6743025	85.4339013
1198	11 Taumadhi Square	 	Bhaktapur 44800, 	27.671596	85.42918
1199	Bhaktapur	Darbar square	Bhaktapur 44800, 	27.6720744	85.42810229999999
1200	Khauma-13 Bhaktapur Durbar Square	 	Bhaktapur 977, 	27.6720744	85.42810229999999
1201	Nagarkot Road	Kamalbinayak-10	Bhaktapur 44600, 		
1202	Roof Top Restaurant	Taumadhi Square	Bhaktapur 44800, 		
1203	11 Dunbar square	 	Bhaktapur 44800, 		
1204	Pottery Square	 	Bhaktapur 44800, 	27.6698801	85.4277805
1205	Taumadhi Square	 	Bhaktapur 977, 	27.6713593	85.4293285
1206	Dattatreya Square	Near the famous peacock window	Bhaktapur 44800, 	27.6733934	85.4353587
1207	10 Balakhu	 	Bhaktapur 44800, 	27.2543722	86.3072469
1208	4 Bekhal, Mahalaxmi	 	Bhaktapur 44800, 	27.673864	85.4272402
1209	 	Taumadhi Square	Bhaktapur 44800, 	27.6709068	85.4290942
1210	12 Gahiti	 	Bhaktapur 44800, 	27.673864	85.4272402
1211	Durbar Square	Taumadhi Square	Bhaktapur 44800, 		
1212	5 Lalachhen	 	Bhaktapur 44800, 	27.6731276	85.4317441
1213	Pottery Square	 	Bhaktapur 44800, 	27.6698801	85.4277805
1214	2 Balakhu	 	Bhaktapur 44800, 	27.6729839	85.4292533
1215	Panchamahalaxmi Temple	Chhaling	Bhaktapur 5801, 	27.716124	85.470085
1216	Balakhu-10	Durbar square	Bhaktapur 00977, 	27.6720744	85.42810229999999
1217	Dattatrya Square, Gachhen, Way to Nawadurga Temple	 	Bhaktapur 44800, 	27.6733934	85.4353587
1218	 	Baluwapati Deupur	Bhaktapur 44800, 		
1219	Nasamana 13	 	Bhaktapur 00977, 	27.6710221	85.4298197
1220	Nagarkot -2 Bastola Gaun	 	Bhaktapur 44812, 		
1221	Chundevi, Katunje 8	 	Bhaktapur 977, 	27.6668816	85.41708109999999
1222	Thalachhen, Nag Pokhari-4	 	Bhaktapur 00977, 		
1223	Durbar Square	 	Bhaktapur 44800, 		
1224	05 Sukuldhoka	 	Bhaktapur 44800, 	27.6714409	85.4314318
1225	Khauma-13 Bhaktapur Durbar Square	 	Bhaktapur 977, 	27.6720744	85.42810229999999
1226	Narayan Chowk, Taumadhi Square	 	Bhaktapur 44800, 	27.6713593	85.4293285
1227	Changunarayan Road	 	Bhaktapur 44800, 	27.6922178	85.4395282
1228	Ward No. 5, Chitapol VDC, Sanga	 	Bhaktapur 0122022, 		
1229	Bhaktapur	Darbar square	Bhaktapur 44800, 	27.6720744	85.42810229999999
1230	Taumadi	 	Bhaktapur 44800, 	27.6713593	85.4293285
1231	Near Pottery Square,	Bolachhen Tole-14	Bhaktapur 97701, 	27.6698801	85.4277805
1232	Pottery Squarre	Bolachhen-12	Bhaktapur 00977, 	27.6698801	85.4277805
1233	Lokanthali-7	 	Bhaktapur 09591, 	27.6738134	85.35948499999999
1234	Nagarkot Road	 	Bhaktapur 44800, 	27.6715355	85.4167828
1235	Ichhu Tole, Durbar Square	 	Bhaktapur 44800, 	27.6720744	85.42810229999999
1236	Sudal-8 Kalamasi	New Jitpur nagarkot road	Bhaktapur 44800, 		
1237	5 Kwachhen	 	Bhaktapur 44800, 	27.673864	85.4272402
1238	Taumadhi	 	Bhaktapur 44800, 	27.6713593	85.4293285
1239	 	 	Bhaktapur 44800, 	27.673864	85.4272402
1240	 	Duwakot, Chagunarayan	Bhaktapur 44802, 	27.690913	85.4117608
1241	Nagarkot Road 8	 	Bhaktapur 44812, 	27.6721696	85.43133089999999
1242	Bhaktapur Durbar Square	 	Bhaktapur 44800, 	27.6720744	85.42810229999999
1243	 	 	Bhaktapur 44800, 	27.673864	85.4272402
1244	Ganeshthan Road, Manjushree Building	First Floor	Bhaktapur 44800, 	27.6703033	85.42027100000001
1245	Nangkhel	Bhatedhikur	Bhaktapur 44806, 	27.6506433	85.46249590000001
1246	Sipadole	 	Bhaktapur 44800, 	27.673864	85.4272402
1247	9 Nangkhel	 	Bhaktapur 44800, 	27.673864	85.4272402
1248	Balakhu-10	Durbar Square	Bhaktapur 8867, 	27.6720744	85.42810229999999
1249	Kulmanani, Tamaudhi Square	Kulmanani, Taumadhi	Bhaktapur 44800, 	27.6709817	85.4294729
1250	Durbar Square -5 , Bhaktapur ,Nepal	Ward 5	Bhaktapur 44800, 	27.6720744	85.42810229999999
1251	Bhaktapur Rd	Gapali	Bhaktapur 44800, 	27.6728803	85.4113234
1252	Ward No. 5, Chitapol VDC, Sanga	 	Bhaktapur 0122022, 	27.645889	85.475274
1253	Sukuldhoka	 	Bhaktapur 44800, 	27.6714409	85.4314318
